age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
43,admin.,single,university.degree,no,yes,no,cellular,nov,mon,689,8,999,0,success,-0.8999999999999999,93.969,-41.6,2.248,4776.2
42,admin.,married,high.school,no,no,no,cellular,nov,fri,248,7,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
66,admin.,married,basic.4y,no,no,no,cellular,nov,tue,185,23,999,0,success,3.4,94.944,-44.1,6.165,4928.1
56,technician,single,university.degree,no,no,no,cellular,nov,thu,1087,6,999,0,success,3.4,95.418,-50.7,6.162,4928.1
46,admin.,single,university.degree,no,no,no,cellular,nov,thu,694,5,999,1,success,1.9,94.7,-50.0,5.276,4895.8
61,admin.,single,high.school,no,no,no,telephone,jun,mon,872,5,999,0,success,3.4,95.965,-49.8,6.16,4928.1
65,technician,married,basic.6y,no,yes,no,cellular,nov,fri,230,6,999,0,nonexistent,3.4,95.965,-49.8,6.159,4928.1
61,admin.,married,basic.9y,unknown,no,no,cellular,nov,mon,206,5,999,1,success,1.9,94.7,-50.0,5.391,4895.8
62,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,392,6,999,1,failure,0.19999999999999996,94.575,-55.1,2.605,4799.1
46,services,single,high.school,no,no,yes,cellular,may,thu,210,6,999,1,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
59,admin.,married,professional.course,no,yes,no,cellular,nov,wed,329,9,999,0,success,3.4,94.944,-44.1,6.167,4928.1
56,admin.,married,basic.4y,unknown,no,no,cellular,nov,wed,359,5,999,0,nonexistent,3.4,95.418,-50.7,6.162,4928.1
57,admin.,married,basic.4y,no,no,no,cellular,nov,wed,217,14,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
67,admin.,single,unknown,unknown,yes,no,cellular,nov,wed,385,5,999,0,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
50,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,156,6,999,0,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
40,admin.,single,high.school,no,yes,no,cellular,oct,thu,637,5,999,0,success,-1.4,93.931,-34.9,1.9329999999999998,4717.5
57,admin.,divorced,high.school,unknown,yes,no,cellular,nov,mon,201,5,999,0,success,3.4,95.965,-49.8,6.065,4928.1
45,admin.,single,basic.9y,unknown,no,yes,cellular,nov,mon,185,6,999,0,success,3.1,95.494,-44.4,6.058,4891.0
70,admin.,married,university.degree,no,no,no,cellular,nov,mon,251,8,999,0,success,3.4,95.418,-50.7,6.162,4928.1
74,management,married,university.degree,no,no,no,cellular,aug,wed,865,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
61,admin.,single,university.degree,no,yes,yes,cellular,nov,mon,376,16,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
47,admin.,married,university.degree,no,yes,no,cellular,nov,fri,237,6,999,0,success,3.4,95.965,-49.8,6.159,4928.1
64,admin.,married,basic.6y,no,no,no,cellular,nov,thu,370,6,999,0,success,3.4,94.944,-44.1,6.163,4928.1
41,admin.,single,university.degree,no,no,no,cellular,mar,fri,266,5,7,4,success,0.19999999999999996,94.869,-42.8,1.8359999999999999,4708.7
44,admin.,single,basic.9y,no,unknown,unknown,cellular,apr,thu,750,5,999,1,success,0.19999999999999996,94.575,-55.1,2.61,4799.1
50,admin.,married,high.school,no,no,yes,cellular,nov,mon,329,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
46,admin.,married,basic.4y,unknown,no,no,cellular,nov,tue,410,5,999,0,success,3.4,95.418,-50.7,6.155,4928.1
49,admin.,married,basic.9y,no,no,no,cellular,nov,tue,424,5,999,0,success,0.19999999999999996,94.393,-54.2,2.544,4799.1
50,services,married,unknown,unknown,yes,yes,cellular,jul,tue,433,13,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
47,admin.,married,high.school,no,yes,yes,telephone,nov,tue,232,8,999,0,success,3.1,95.494,-44.4,6.057,4891.0
54,admin.,married,university.degree,no,yes,no,cellular,nov,wed,226,5,999,0,success,1.9,94.7,-50.0,5.32,4895.8
50,admin.,married,professional.course,no,yes,no,cellular,nov,wed,512,6,999,0,success,3.4,95.418,-50.7,6.163,4928.1
53,admin.,married,professional.course,no,no,no,cellular,nov,mon,653,6,999,0,success,3.4,94.944,-44.1,6.163,4928.1
42,admin.,married,university.degree,no,no,yes,cellular,nov,fri,507,8,999,0,success,3.1,95.494,-44.4,6.057,4891.0
73,admin.,married,university.degree,no,yes,no,telephone,aug,thu,228,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
44,admin.,single,university.degree,no,yes,no,cellular,nov,mon,316,7,999,0,success,3.4,94.944,-44.1,6.165,4928.1
48,admin.,married,basic.6y,no,yes,no,telephone,nov,thu,386,5,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
56,admin.,married,unknown,no,no,no,cellular,nov,mon,527,5,999,0,success,3.4,95.418,-50.7,6.16,4928.1
63,admin.,married,professional.course,unknown,yes,no,cellular,nov,thu,219,9,999,0,success,3.4,95.418,-50.7,6.168,4928.1
42,admin.,single,basic.9y,no,yes,no,cellular,may,thu,534,8,999,1,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
73,admin.,married,unknown,unknown,yes,no,cellular,nov,mon,433,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
59,services,divorced,basic.6y,no,yes,no,cellular,nov,wed,395,7,0,1,success,0.30000000000000004,95.527,-46.3,2.1,4691.6
90,admin.,married,basic.9y,no,no,no,cellular,nov,mon,336,5,999,0,success,-1.4,93.931,-34.9,1.943,4717.5
45,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,484,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.466,4799.1
63,admin.,single,high.school,no,yes,no,cellular,nov,fri,601,6,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
62,admin.,married,basic.6y,no,yes,yes,cellular,nov,fri,390,6,999,0,success,3.4,95.965,-49.8,6.159,4928.1
46,admin.,single,university.degree,no,yes,no,cellular,nov,fri,1587,6,13,2,success,0.30000000000000004,95.715,-48.3,2.061,4691.6
72,admin.,married,high.school,no,yes,no,cellular,nov,mon,424,5,3,3,success,-1.4,94.149,-38.1,1.915,4717.5
54,admin.,married,professional.course,no,no,no,cellular,nov,thu,550,5,999,1,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
73,admin.,married,basic.4y,no,yes,no,telephone,may,thu,451,5,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
48,admin.,single,university.degree,no,no,no,cellular,nov,fri,412,5,999,0,success,3.4,94.944,-44.1,6.163,4928.1
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,thu,714,5,999,1,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
66,admin.,single,university.degree,no,no,no,cellular,nov,fri,413,9,999,0,nonexistent,3.4,95.418,-50.7,6.162,4928.1
62,admin.,single,unknown,no,unknown,unknown,cellular,nov,thu,829,6,999,0,success,0.19999999999999996,94.869,-42.8,1.843,4708.7
53,admin.,married,university.degree,no,no,no,cellular,nov,fri,178,6,999,0,nonexistent,3.1,95.494,-44.4,6.055000000000001,4891.0
72,self-employed,single,high.school,unknown,no,no,telephone,nov,thu,1177,8,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,374,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
64,management,married,university.degree,unknown,yes,no,cellular,nov,mon,448,16,999,0,success,3.4,95.418,-50.7,6.162,4928.1
52,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,712,7,9,1,success,-0.8999999999999999,93.701,-39.4,2.051,4776.2
65,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,2728,5,999,0,success,1.9,94.7,-50.0,5.391,4895.8
58,admin.,married,basic.9y,unknown,yes,no,cellular,nov,fri,763,5,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
56,admin.,single,university.degree,no,no,no,cellular,nov,fri,1745,7,999,1,failure,1.9,94.7,-50.0,5.221,4895.8
43,self-employed,married,basic.9y,no,yes,no,cellular,nov,fri,2120,9,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
45,admin.,married,high.school,no,no,no,cellular,nov,fri,2210,30,999,0,success,3.4,95.418,-50.7,6.162,4928.1
46,admin.,single,high.school,no,no,yes,cellular,nov,tue,930,6,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
57,admin.,married,high.school,unknown,no,no,telephone,nov,tue,403,5,999,0,success,3.4,95.965,-49.8,6.064,4928.1
49,admin.,single,university.degree,no,no,no,cellular,nov,tue,363,5,999,0,success,1.9,95.298,-48.4,6.0600000000000005,4895.8
54,admin.,married,university.degree,no,no,no,cellular,nov,tue,1882,13,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
50,admin.,married,professional.course,no,yes,no,cellular,may,mon,1618,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
44,admin.,single,basic.9y,unknown,no,yes,cellular,jun,tue,1144,6,999,0,nonexistent,3.4,95.965,-49.8,6.064,4928.1
73,admin.,married,high.school,no,no,no,cellular,aug,tue,1173,8,999,0,success,-0.8999999999999999,93.701,-39.4,2.038,4776.2
48,admin.,married,high.school,no,yes,no,cellular,nov,wed,206,6,999,1,failure,0.19999999999999996,94.393,-54.2,2.534,4799.1
63,admin.,married,basic.9y,no,yes,yes,cellular,nov,tue,298,5,999,1,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
74,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,tue,417,5,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
65,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,449,5,999,1,success,1.9,94.7,-50.0,5.221,4895.8
54,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,284,7,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.645,4799.1
42,admin.,married,basic.9y,unknown,yes,yes,cellular,may,mon,327,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
40,admin.,single,university.degree,no,no,yes,cellular,nov,mon,417,5,3,2,success,-1.4,94.149,-38.1,1.915,4717.5
69,admin.,married,basic.9y,no,no,no,cellular,nov,mon,289,6,999,0,success,1.9,94.7,-50.0,5.391,4895.8
73,admin.,married,high.school,no,no,no,cellular,nov,wed,606,7,999,0,nonexistent,3.4,95.965,-49.8,6.162,4928.1
42,admin.,single,high.school,no,unknown,unknown,cellular,nov,wed,399,6,999,0,success,3.4,95.965,-49.8,6.162,4928.1
51,admin.,married,high.school,no,no,no,cellular,nov,mon,181,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
53,admin.,married,basic.9y,unknown,yes,no,cellular,nov,mon,1034,5,999,1,success,1.9,94.7,-50.0,5.391,4895.8
65,housemaid,divorced,basic.4y,unknown,yes,yes,cellular,nov,tue,646,5,999,0,success,3.1,95.494,-44.4,6.056,4891.0
49,admin.,married,university.degree,no,yes,no,cellular,nov,mon,455,5,999,1,success,0.19999999999999996,94.393,-54.2,2.464,4799.1
34,admin.,single,unknown,no,yes,yes,cellular,apr,tue,620,7,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
47,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,552,9,999,0,nonexistent,3.4,94.944,-44.1,6.166,4928.1
41,admin.,single,university.degree,no,yes,no,cellular,nov,thu,719,5,999,0,success,0.8999999999999999,95.699,-45.5,2.078,4663.6
59,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,424,5,999,0,nonexistent,3.4,94.944,-44.1,6.168,4928.1
52,admin.,divorced,unknown,no,no,yes,cellular,nov,mon,253,5,999,1,success,1.9,94.7,-50.0,5.391,4895.8
50,admin.,married,high.school,no,yes,no,cellular,nov,thu,498,6,3,1,success,0.19999999999999996,94.393,-54.2,2.4699999999999998,4799.1
44,admin.,married,basic.9y,no,yes,no,cellular,nov,fri,2620,6,999,0,success,3.4,95.418,-50.7,6.163,4928.1
62,admin.,married,university.degree,no,yes,no,cellular,nov,thu,628,6,999,0,success,0.19999999999999996,94.575,-55.1,2.61,4799.1
46,admin.,married,university.degree,no,yes,no,cellular,aug,tue,305,5,999,0,success,3.4,94.944,-44.1,6.163,4928.1
72,retired,married,basic.4y,no,yes,no,cellular,nov,thu,1013,5,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
71,admin.,married,basic.4y,no,no,no,cellular,nov,wed,520,5,999,0,success,3.1,95.494,-44.4,6.058,4891.0
67,entrepreneur,married,high.school,no,yes,no,cellular,nov,fri,439,7,999,0,success,-0.8999999999999999,94.463,-48.8,2.468,4776.2
46,admin.,married,basic.4y,no,no,yes,cellular,aug,tue,352,10,999,0,success,3.4,94.944,-44.1,6.166,4928.1
53,admin.,married,high.school,no,no,no,cellular,nov,tue,417,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
73,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,302,5,999,1,failure,0.19999999999999996,94.393,-54.2,2.527,4799.1
58,admin.,married,university.degree,unknown,no,no,cellular,nov,tue,421,6,999,1,success,0.19999999999999996,94.393,-54.2,2.544,4799.1
51,admin.,married,high.school,no,no,no,cellular,nov,wed,237,8,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
46,admin.,divorced,professional.course,no,yes,no,cellular,nov,thu,437,5,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
56,admin.,married,professional.course,no,no,no,cellular,nov,mon,1067,6,6,1,success,0.8999999999999999,96.267,-58.8,2.239,4663.6
75,admin.,married,university.degree,unknown,no,no,telephone,nov,wed,1058,15,999,0,success,3.4,95.965,-49.8,6.162,4928.1
54,admin.,married,professional.course,unknown,yes,no,cellular,nov,fri,1214,6,999,0,success,0.19999999999999996,94.393,-54.2,2.513,4799.1
75,retired,divorced,high.school,unknown,no,no,cellular,nov,fri,1526,8,999,2,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
46,admin.,married,high.school,no,unknown,unknown,cellular,nov,tue,363,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
47,admin.,single,university.degree,no,no,no,cellular,nov,thu,350,7,999,2,success,0.8999999999999999,95.699,-45.5,2.084,4663.6
51,services,married,high.school,unknown,no,no,cellular,nov,wed,262,7,999,0,success,3.4,95.418,-50.7,6.163,4928.1
66,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,640,8,999,0,success,3.4,95.418,-50.7,6.162,4928.1
66,admin.,married,basic.9y,unknown,no,no,cellular,jul,mon,194,9,999,0,success,3.4,95.418,-50.7,6.162,4928.1
57,admin.,married,basic.4y,no,yes,no,cellular,aug,mon,431,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
62,admin.,single,basic.6y,unknown,yes,no,cellular,nov,mon,687,7,999,0,success,3.4,95.418,-50.7,6.162,4928.1
50,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,392,6,999,0,nonexistent,3.1,95.494,-44.4,6.058,4891.0
67,housemaid,married,basic.9y,no,yes,no,cellular,nov,mon,269,16,999,0,success,3.4,95.418,-50.7,6.162,4928.1
58,admin.,married,basic.4y,no,no,no,cellular,may,tue,1216,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
72,admin.,married,basic.9y,unknown,yes,no,cellular,nov,wed,381,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
51,admin.,married,university.degree,no,yes,no,cellular,nov,fri,813,5,999,0,success,3.4,94.944,-44.1,6.166,4928.1
66,admin.,married,university.degree,unknown,yes,yes,cellular,nov,wed,350,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
58,admin.,married,professional.course,no,yes,no,cellular,may,thu,307,6,999,0,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
69,admin.,married,unknown,unknown,yes,no,cellular,nov,fri,583,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
46,admin.,single,university.degree,no,no,no,cellular,nov,thu,327,20,999,0,success,0.19999999999999996,94.575,-55.1,2.606,4799.1
55,admin.,married,professional.course,no,no,no,cellular,nov,fri,435,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
47,admin.,married,professional.course,no,yes,no,cellular,nov,thu,466,10,999,0,success,3.4,94.944,-44.1,6.162,4928.1
47,technician,married,professional.course,no,yes,no,cellular,nov,wed,615,6,999,0,success,0.8999999999999999,96.101,-57.5,2.159,4663.6
63,admin.,married,university.degree,no,yes,no,cellular,nov,tue,433,5,999,0,nonexistent,3.4,94.944,-44.1,6.165,4928.1
63,admin.,married,university.degree,no,no,yes,telephone,may,mon,709,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
56,admin.,married,high.school,no,yes,no,cellular,nov,tue,259,5,999,0,success,1.9,94.7,-50.0,5.353,4895.8
61,admin.,married,high.school,no,no,no,cellular,nov,mon,1027,5,999,1,success,1.9,94.7,-50.0,5.391,4895.8
44,admin.,married,university.degree,no,no,yes,cellular,aug,wed,446,6,999,0,success,3.4,94.944,-44.1,6.167,4928.1
45,admin.,divorced,high.school,no,yes,no,telephone,nov,fri,136,8,999,0,success,3.4,95.965,-49.8,6.159,4928.1
76,admin.,married,high.school,no,yes,no,cellular,nov,mon,383,8,999,0,success,0.8999999999999999,96.101,-57.5,2.177,4663.6
49,admin.,married,high.school,unknown,yes,no,cellular,nov,thu,833,5,999,0,nonexistent,3.4,95.965,-49.8,6.066,4928.1
54,admin.,married,high.school,unknown,no,no,cellular,jul,wed,1526,5,999,0,success,3.4,95.418,-50.7,6.157,4928.1
49,admin.,single,professional.course,unknown,no,no,cellular,nov,fri,811,6,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
38,admin.,single,high.school,no,no,no,cellular,nov,thu,716,5,999,0,success,0.30000000000000004,95.715,-48.3,2.099,4691.6
48,admin.,married,basic.9y,no,unknown,unknown,cellular,nov,mon,444,7,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
57,admin.,single,university.degree,unknown,no,no,cellular,nov,wed,401,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
46,admin.,single,university.degree,no,no,no,cellular,nov,fri,221,5,999,1,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
59,admin.,married,basic.9y,no,no,no,cellular,nov,mon,469,7,999,0,success,0.19999999999999996,94.393,-54.2,2.444,4799.1
61,admin.,married,basic.4y,no,no,no,cellular,nov,tue,757,6,999,1,success,1.9,94.7,-50.0,5.353,4895.8
73,admin.,married,basic.4y,no,yes,no,cellular,nov,wed,1268,7,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
58,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,480,6,999,1,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
58,admin.,married,high.school,no,yes,no,cellular,nov,wed,649,5,999,0,nonexistent,3.1,95.494,-44.4,6.056,4891.0
58,admin.,married,high.school,no,no,no,cellular,may,thu,354,7,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
51,admin.,married,university.degree,no,no,no,cellular,jun,mon,478,5,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
45,admin.,married,basic.4y,no,no,yes,cellular,nov,mon,579,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
41,admin.,married,professional.course,no,no,no,cellular,nov,tue,370,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
66,admin.,married,high.school,unknown,no,no,telephone,nov,wed,790,5,999,0,success,3.4,95.418,-50.7,6.156000000000001,4928.1
68,admin.,divorced,unknown,no,yes,no,cellular,jul,tue,734,10,999,0,nonexistent,3.4,95.418,-50.7,6.1610000000000005,4928.1
44,admin.,divorced,unknown,no,no,no,cellular,nov,wed,520,5,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
51,admin.,married,professional.course,unknown,no,no,telephone,nov,fri,282,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
44,admin.,single,university.degree,no,yes,no,telephone,nov,thu,334,7,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
43,admin.,single,university.degree,no,no,no,cellular,nov,fri,417,6,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
50,admin.,married,professional.course,unknown,yes,no,cellular,jun,thu,172,5,999,0,nonexistent,3.4,95.965,-49.8,6.155,4928.1
49,admin.,married,high.school,no,yes,no,cellular,nov,mon,210,6,999,0,success,3.4,95.418,-50.7,6.16,4928.1
45,admin.,single,high.school,no,yes,no,cellular,nov,tue,917,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
66,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,154,5,999,0,success,0.8999999999999999,95.699,-45.5,2.0789999999999997,4663.6
64,admin.,married,high.school,no,no,no,telephone,nov,fri,460,5,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
70,admin.,married,high.school,no,yes,no,cellular,nov,tue,1414,5,999,0,success,3.1,95.494,-44.4,6.056,4891.0
49,admin.,married,high.school,unknown,no,no,cellular,nov,wed,905,5,999,0,success,3.1,95.494,-44.4,6.059,4891.0
44,technician,single,university.degree,no,no,no,cellular,nov,wed,1733,10,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
47,admin.,married,professional.course,no,yes,no,cellular,aug,thu,397,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
43,admin.,married,high.school,no,no,no,cellular,nov,wed,491,8,999,0,success,-0.8999999999999999,94.463,-48.8,2.46,4776.2
50,admin.,married,basic.4y,no,no,no,cellular,nov,fri,284,6,999,0,success,3.1,95.494,-44.4,6.064,4891.0
51,admin.,single,university.degree,no,yes,no,cellular,nov,wed,291,5,999,0,success,1.9,94.7,-50.0,5.32,4895.8
47,admin.,married,basic.9y,no,no,no,cellular,nov,mon,260,5,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
65,admin.,married,high.school,no,yes,no,cellular,nov,thu,210,7,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
46,admin.,single,basic.6y,no,yes,no,cellular,nov,fri,815,6,999,0,nonexistent,3.1,95.494,-44.4,6.057,4891.0
43,services,single,high.school,no,no,no,cellular,nov,fri,381,6,999,0,success,3.1,95.494,-44.4,6.064,4891.0
59,admin.,married,high.school,no,yes,no,telephone,may,thu,446,6,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
60,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,307,6,999,0,success,3.4,94.944,-44.1,6.163,4928.1
53,admin.,married,professional.course,no,yes,no,cellular,nov,tue,698,5,999,0,nonexistent,3.1,95.494,-44.4,6.057,4891.0
75,admin.,married,basic.4y,unknown,yes,no,cellular,nov,mon,280,5,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
49,admin.,divorced,professional.course,no,yes,no,cellular,nov,fri,2262,6,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
50,admin.,single,high.school,unknown,yes,no,cellular,nov,thu,619,7,999,0,success,3.4,95.418,-50.7,6.158,4928.1
54,admin.,married,professional.course,no,yes,no,cellular,jun,thu,539,6,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
43,admin.,single,basic.9y,no,yes,no,cellular,may,tue,257,6,999,1,failure,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
52,services,married,high.school,unknown,yes,no,cellular,nov,mon,224,7,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
64,admin.,married,high.school,unknown,yes,yes,cellular,aug,mon,419,10,999,0,success,3.4,94.944,-44.1,6.163,4928.1
52,admin.,married,university.degree,no,yes,no,cellular,nov,mon,338,6,999,0,success,3.4,94.944,-44.1,6.165,4928.1
75,admin.,divorced,professional.course,unknown,yes,no,cellular,nov,wed,484,10,999,0,nonexistent,3.1,95.494,-44.4,6.058,4891.0
49,admin.,married,high.school,no,no,yes,cellular,nov,thu,397,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.527,4799.1
71,admin.,divorced,basic.4y,no,no,no,cellular,nov,tue,563,7,999,0,success,3.1,95.494,-44.4,6.056,4891.0
47,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,475,9,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
58,admin.,married,university.degree,no,yes,no,cellular,aug,thu,163,17,999,0,success,3.4,94.944,-44.1,6.162,4928.1
53,admin.,married,professional.course,no,yes,no,cellular,nov,tue,808,5,999,0,success,0.19999999999999996,94.393,-54.2,2.544,4799.1
45,admin.,single,high.school,no,yes,no,cellular,nov,tue,449,17,999,0,success,3.4,94.944,-44.1,6.163,4928.1
48,admin.,married,professional.course,no,no,no,cellular,nov,wed,341,6,999,0,success,3.1,95.494,-44.4,6.056,4891.0
63,admin.,married,professional.course,unknown,no,no,cellular,nov,thu,376,11,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
47,admin.,married,professional.course,no,no,no,cellular,nov,mon,422,6,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
45,admin.,married,high.school,no,no,no,cellular,nov,mon,237,6,999,0,success,3.4,94.944,-44.1,6.165,4928.1
42,admin.,married,basic.9y,no,yes,no,cellular,nov,fri,536,6,999,0,success,3.1,95.494,-44.4,6.064,4891.0
62,admin.,married,high.school,unknown,no,no,cellular,nov,thu,379,12,999,0,nonexistent,3.4,94.944,-44.1,6.162,4928.1
69,admin.,married,basic.9y,unknown,unknown,unknown,cellular,nov,fri,460,5,999,0,success,3.4,95.965,-49.8,6.167,4928.1
59,admin.,single,high.school,no,yes,no,cellular,may,wed,1430,5,999,0,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
55,admin.,married,high.school,no,yes,no,cellular,nov,thu,408,5,999,0,success,0.19999999999999996,94.575,-55.1,2.565,4799.1
45,admin.,married,basic.9y,no,no,no,cellular,nov,wed,1898,5,999,0,success,3.4,95.418,-50.7,6.163,4928.1
82,retired,married,professional.course,no,no,no,cellular,nov,wed,205,6,999,0,success,0.19999999999999996,94.575,-55.1,2.615,4799.1
54,admin.,single,university.degree,no,no,no,cellular,nov,wed,210,5,999,0,success,3.4,94.944,-44.1,6.167,4928.1
58,admin.,married,basic.6y,no,yes,no,cellular,nov,mon,2059,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
52,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,759,6,999,0,success,3.4,94.944,-44.1,6.166,4928.1
67,admin.,married,university.degree,unknown,yes,no,cellular,nov,wed,266,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
45,admin.,single,basic.9y,no,no,no,cellular,nov,thu,392,6,999,1,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
51,admin.,single,professional.course,no,no,no,cellular,nov,mon,343,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
74,admin.,married,university.degree,no,yes,no,telephone,nov,mon,370,5,999,0,success,-0.8999999999999999,93.701,-39.4,2.021,4776.2
59,admin.,married,professional.course,unknown,yes,yes,cellular,may,wed,451,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
49,admin.,married,university.degree,no,no,no,cellular,nov,fri,626,5,999,2,success,-1.4,93.931,-34.9,1.93,4717.5
54,admin.,single,professional.course,no,yes,no,cellular,nov,mon,295,5,999,1,success,0.19999999999999996,94.393,-54.2,2.444,4799.1
51,admin.,single,university.degree,no,no,no,cellular,nov,thu,543,8,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.527,4799.1
45,admin.,married,unknown,no,yes,no,cellular,nov,thu,669,5,999,0,success,1.9,94.7,-50.0,5.276,4895.8
